0	0,01043	richard onkel bayreuth tante see streben hirsch schweiz hering sonne stand taube bergen nötigen sinnen schweizer scharf stündchen spazieren neffe merkwürdig vorzüglich walten interessant pilgrim überhäufen erbschaft gedrückt schulze entfalten ufer anziehend verdenken ansehnlich frankfurt alltäglich trüben juris gestirn orakel schwan herabsehen reisetag absondern entbehrung fichtelgebirge verlauf erschließen waise schwankend 
1	0,07958	vater emma mutter odilie lassen heine schreiben denken gott schicken freuen herr kind kleid all geliebt bitten kaufen abend mädchen luise freude bekommen auguste mantel gewiss marie gesund reizenstein geliebte würzburg august freitag grüßen bleiben fanny kutscher geld arbeiten schreibe geben reisen holen kaffee brauchen schön wäsche treu vergnügen maschine 
2	0,03629	interessant gemahl angenehm gesellschaft auszeichnen hochachtung legationsrätin entschuldigen verbleiben berühmt schöne würdig orten vorkommen kunst ton herzlich fräulein milde auffordern ergebenheit ausgabe biographie erregen ungünstig einschließen heidelberger werten kreis jahrbuch gesang besitz musikalisch merkwürdig haus korrespondent notiz zuschrift herauskommen weisheit wohlwollend modejournal eigenschaft diener stehend wissenschaftlich beurteilung dichtung sammlung verbindung 
3	0,05865	emanuel henriette antonie amanda richter freund pauline freundin bayreuth reise leopold treu schwester zeit caroline geliebte freundlich bringen reinhold gatte außerordentlich edel hoffnung kräftig augenblick zart mitteilen wagner liebling nähe klein gattin haus schwager liebe weiblich müller bedürfen graf sinn mutter zeile unbeschreiblich gehören herzlich genuss selten besonder freundschaft bayreuther 
4	0,04014	lieb freude sohn heidelberg herzlich freundin freuen angenehm gedenken gott sehen erfreuen frau geist lob besuch freitag teilnahme vergnügen brief freundlich bekanntschaft stadt aufsatz jean schwarz empfehlen erinnerung freundschaftlich dresden herzogin kennen gräfin aufenthalt paul winter ausdruck bayreuth kind besuchen paar vernehmen bekannte licht befinden max andenken voss gemütlich person 
5	0,02545	jean paul bitte edel majestät kaiserlich richter gatte familie könig privilegium witwe werk verlust selige deutsch schrift dichter teure staat schriftsteller ew gattin kaiser nichte fürstin bayern regierung königlich menschheit frau jahr fürst nachdruck österreich gnade biographie recke tugend graf verdienst beschützer zweifeln mayer beschäftigen friedrich allergnädig anerkennung unsterblich literarisch 
6	0,022	werk verlag reimer verleger auflage exemplar absatz kontrakt hochwohlgeboren verewigt paul jean schrift herausgabe handlung ew einzeln selina erklärung verlangen schriftsteller selig erscheinen card schreiben ausgabe buch frage bestimmt abschließen gesamtausgabe unterhandlung ausdrücklich honorar punkt beantworten zutrauen verhandlung vertrag sammlung entschädigung nachdruck buchhandel verlegen buchhändler beantwortung schaden anerkennen betrachten zahlung 
7	0,00663	stunden hebräisch traube schüler weiler klassiker st lehrer reißen sem psychologie hrr grieche getümmel bewunderer hinarbeiten maßregel philologie rückweg italienisch vermissen eltern literatur bayreuther rudolf cicero kunstgeschichte freiwillige seminar historie universalgeschichte kopp funktion logik pferderennen studierende denkschrift bundes-versammlung apollo sachverständige makel stolpern hinzukommen aufzeichnen entwurf verlesen joseph levi brillant wiese 
8	0,01707	witz ton eigennutz prozess schlechte gefühl härtel lächeln adel klarheit datum dreist keller ahnden entfernen wählen quälen streben leute lebensverhältnis übergewicht anspruchslosigkeit imponieren genügend unwahrheit boshaft verwickeln gerichtlich summe absichtlich mittelmäßige haltung artikel spott laute töten ästhetik stockung gelegentlich überhören stützen ziel urteil kummervoll gewissensangst wachs einseitigkeit verwischen aufzählen ungestüm 
9	0,01218	emma förster straße ersetzen karoline großmutter julius verteidigen lügen mischen perle dorf lähmen ausmalen ofen drängen etui säumen pilger schauer versenken vorhalten lektion sander rahel auskommen forelle nase bunt duft schoß ziehe ausüben gespenst halb kaffee nachmittags wetter helfend pädagoge zusammensinken mitgehen ausübend blank ungebührlich kopist schwankend vorschein frohberg wendung 
10	0,02164	paul jean professor ludwig kritisch wasser wunder wissenschaftlich unterschied befestigen förster gericht sinngrün begeistert schreien doktor gattin unverzeihlich familienverhältnis griesbach regensburg wunderbar johannes madame beurteilung altenburg nachfolger heilkraft wunderbare akte pierer biedermann hochverehrt verleumdung hartung unsterblich modern schwiegersohn übereinstimmung karte prediger förmlich unrecht einfach cornelius herzl herrühren tragisch heller vermittlerin 
11	0,01399	voß bettenburg wangenheim wagner tod heinrich hören gewaltig edel wallbruder shakespeare stück schiller alt hochverehrt undine trinken verfasser lächeln reden burg herrlich rückert leser götz abraham schüler knabe graf reise jahr heilig fresenius corona evangelist behaglich grün besitzer übertragen dichter mitbringen sprache erzählung rüstung entspringen ergehen vorführen laben begeisterung erringen 
12	0,58237	herr lassen geben freund zeit nehmen finden bitten wünschen bleiben jahr art erhalten scheinen letzt gewiss setzen neu antwort hoffen glauben stehen liegen wunsch frau grund hand bitte kennen fall meinung halten mitteilen gütig güte nachricht gewinnen wert name sagen suchen erlauben idee frei bestimmen umstand nah brief übrig geschäft 
13	0,16128	kind gott mutter vater letzt jahr leben tochter sohn tod kraft leiden herz mädchen familie krankheit schicksal alt trost gesundheit wille brauchen pflicht arm sterben jung schmerz täglich edel geist arzt erziehung eltern liegen knabe zustand stark monat tief alter schwäche erfahren seite talent erziehen arbeiten schwer wesen welt kopf 
14	0,00726	majestät schnee märz erde ew monat trauernd marie wolke dicht zwölf ansehen selig trüben heilig tag drei aufrichten phantastisch sechs februar erdenleben schmetterling buße lilla marmor niederlassen wiege fisch verwaltung beraubt dreißig vollzähligkeit bittschreiben hämisch aufführen wirtschaft beglückend anlass wahrhaftig staub rad merken nachziehen beweinen atem rufen januar wunderlich entschuldigung 
15	0,1057	uhr haus tag abend schön reise mutter zimmer finden fahren wagen essen stube besuchen sitzen klein freundlich früh bleiben wohnung trinken tisch garten mittag natur herrlich schlafen ziehen gegend hof setzen fallen wetter gesellschaft singen wohnen herzogin freitag nachmittag fühlen spaß bett ankommen nacht ankunft kutscher genießen sehen wasser suchen 
16	0,08782	freund schön ewig freundlich herrlich hoffen jewagner gott senden herz bitten maler edel deutsch band treu wagen gütig beste wünschen gewiss erhalten fertig trefflich teuer innig hand sanft warm reisen roman hold zeile herzogin weimar letzt weib göttlich messe allerbest lieblich bruder lassen wahrhaft arm welt liebenstein goethe rein msc 
17	0,01998	könig königin krieg fürst vortrefflich jung dame dienst preuße preußen stehen s.w ausnahme verzweifeln hartmann verlust ergeben vorig prinzessin thilo solms akademie zutrauen italienisch gelten erleichterung frei dach adel rückkunft bewegt unterbleiben promenade ruf fortsetzen belastet versuchen feld trostlos ersetzen entschließen schöne gefällig akademisch breslau behagen genuss eingedenk saal kugelig 
18	0,02828	ewr herr gnädig gütig stadt untertänig hochfreiherrlich verehrung exzellenz verzeihung werk frau verehrt jewagner band diener gnade bitte deutschland gehorsam bitten adresse hochwohlgeboren schön kabinettssekretär weihen reich name beförderung sr kunst befindlich herzogin verwendung exemplar gefälligst bibliothek kunstfreund überreichen großfürstin anliegend dresden hoffnung gehorsamstverbleibend zuschrift treffliche hamburg institut maria genius 
19	0,04841	zeitung blatt aufsatz beitrag honorar spazieren welt abdruck bogen adresse redaktion exemplar publikum schicksal herr übersenden gefällig elegant abdrucken journal übernehmen ergeben enthalten hochwürden blättern card verbindlich hochwohlgeboren leipzig einsenden herausgeber georgius ew anzeige verlagshandlung zeitschrift bezeigen gefälligst falle kupfer aufnehmen monat bedauern ehre manuskript ankündigung redakteur künstler voss mitarbeiter 
20	0,01756	wagner anton bild wangenheim original herr müller senden wacker schwarz diktieren schüler voß junge malen jahn gemälde heinrich untertänig vertrauen zeichnen ritter carl ähnlichkeit wilhelm licht vorzüglich husten versäumen heilen landschaft porträt weihen geliebte wunde zug herrlich lotte kreide adler geizig bein ruhen befehlen schade lerchenfeld schwelgen kopie artikel toll 
21	0,00747	fr sieg unterhaltung hart moralisch demütig charakter finden säen westphal verschenken nahrung steigen nachdenken erlaubnis schöpfen halle hofrat vis klingeln folie siegespreis kandidat überdrüssig sonnenwagen abtreten liegenlassen kampfplatz wachsamkeit kapitel merseburg marianne lebensgenuss orten neugierig witzig paradies gedächtnis nichtig begeisterung stift de herzensgüte friedlich gegenwärtig brett sammeln kasten hälfte ziel 
22	0,01331	weimar türken kunst herzog anstalt ehrenvoll musik zögling titan achtung knebel altenstein vergeben keimen bauen jährlich wirkungskreis lied wachsen lieblich heilung heloise zucht juristisch julie unerlässlich hinreißend lokal brieflich jungfer andacht postskript keim schadloshaltung prosa unwillig see rätsel sünde deutsche veränderung wundern prosaisch geeignet vermögen schulz sammlung anspruch wirkend ursache 
23	0,02811	ew herr brockhaus neu spazieren verleger künstler almanach rechnen mayer urania kupfer friedrich arbeit minna darstellung unternehmung taschenbuch platte geschäft melden jahrgang zeichnung wählen blatt kupferstecher kopie verlagshandlung weimar anerbieten geb aussprechen uthe auge aufsatz wahlverwandtschaft schmidt louis hartmann mythologisch reden hauptsächlich auftrag dresden verharren schubert industrie interessieren erwartung buchhändler 
24	0,01141	gott mensch göttlich religion religiös bild natur vernunft idee künstler gemüt glaube menschlich göttliche anschauung ewige form sinnlich leib gebärde verstand wagner knabe tod zustand wort kultus ursprünglich christus werner gewissheit ding trennen darstellung wahrheit lebendig erscheinen vater wesen instinkt verwandeln einheit anton einsehen heißen mittelpunkt cotta bewusst phantasie aufgabe 
25	0,04961	lassen zeitung falk spazieren mahlmann blatt freund lieb almanach goethe erhalten schiller schütz beitrag schicken leipzig voß gedicht merkel idee all theater lustig drucken lust ding herzlich sehen wieland hübsch freimütig sander michaelis anzeige sp publikum überflüssig versprechen manuskript leib abdrucken weimar berlin abdruck porträt lächerlich besorgung erzählung baldig marionette 
26	0,76523	brief schreiben vater lieb tag leben sagen erhalten sehen zeit geben lassen caroline glücklich reise finden denken wünschen freude teuer neu nachricht gewiss hören frau grüßen berlin herzlich klein kind erwarten geliebt letzt reisen haus bitten tochter herz liebe nehmen schwester schicken glauben freuen treu hoffen woche jahr wunsch lieben 
27	0,08064	emanuel caroline richter otto kind bloß coburg emma danken gott segnen tag schön bier card abend freude herzog bayreuth glücklich blatt sonntag selig heim genus vergeben unendlich himmlisch engel max uhlfeld gegenwart güte goldschmied geschenk zart feiern eisenach fordern einfall ernestine präsident gast sonderbar geschichte beten hand eilig pate gabe 
28	0,00826	wirtschaft doppelt soldat versuchen stattfinden naht harmlos lied vornehmen jeannette grausamkeit kanone eduard bösartig neigung zusagen verfolgen ahnden spuren delphin küche arm all sinngedicht drucker striemen gießen umhertreiben beleuchtung sophie beben offenbar brillant schachtel epistel vorabend sticken pedantisch zubehör mäßig familienkreis schildern dixi minnesingerdenkmal wiederaufflatternd burkhardt schmachten nachtlager kammerreferendar widersacher 
29	0,10271	herr frau minna mayer caroline brief kind erhalten treu card zins grüßen gold geld melden julius kapital schicken lieb gruß vater lassen herzlich letzt pension witwe bezahlen mutter geschenk emma bitten gr richter april nachricht zahlen rat leben einnahme rechnung geheime quittung assignation zahlung übrig kalb juli mahlmann richtarsch ausgabe 
30	0,0211	bad treu neustadt übel krücke lähmung pflaster kur hufeland völlig freienwald fuß ottilie verpflichten fahren lieben herstellung stein teuerste fortdauernd abwenden wunde heilsam droschke kurieren amt beschwerlich erfolg uthe juli arzt heilung befinden heim apotheke entlassen verbrennen gicht beruf besteigen benutzen grab schritt hindern stahl verband compresse ordinär groschen andre 
31	0,04873	vater mutter max münchen sohn emma heidelberg geliebt otto herrlich voss brief gruß paulus voß emanuel schwester mensch gott odilie student jung universität schelling eltern erfahren wetter freitag freude briefchen suchen all feuerbach laß card außerordentlich geliebte rechnung trefflich genießen schlichtegroll heidelberger seite professor vertrauen schwarz mainz achten aussprechen besorgt 
32	0,0105	werk gast bauer rindfleisch schwatzen portion geschichte hindern wille magnetisch händedruck schlaf aufladen feld amalie wirt entlassen schmied reue derbheit erweitern schauspieler gedächtnis stiften unabhängig bruchstück geblieben wein stürzen vergehen zunge lechzend hungrig pächter spielen bedauern freundlich vorig drängen aufbauen moor genialität franken fink mundvoll krebspastete betrinken frosch situation anschlag 
33	0,57957	liebe herz leben schön mensch seele freund sehen sagen lieben geben teuer innig gott glücklich freude fühlen gefühl geliebt herrlich wort glück kind ewig bleiben lieb geist finden freundin mutter heilig kennen tief edel gedanke bild froh verhältnis denken halten unendlich wesen augenblick freundschaft fest gemüt tag liebend schmerz zeit 
34	0,02962	richter berlin jahr freundin charlotte kalb otto gelingen franke sonderbar paul jean verlassen geiger bamberg vernehmen weimar senden karoline madame frankfurt edda münchen fichte bayreuth wort gegenwart freitag verweisen präsident entscheiden blatt einsamkeit gemahl hören mayer gedenken prinzessin bayern baum jugend wohltat geb cousine verwandte geist beikommen stillleben gerücht ostheim 
35	0,0207	kleid elle kaufen rtl tuch rechnung gray einrichten halstuch kosten geschenk seiden samt summe spielen geschmack guste schnupftuch schneider übrig handschuh berechnung farbe rücksicht card gekauft schal stück datum fein point gesellig stoff selig erreichen forderung brauchen henriette gefärbt bomhardt batist entspringen frankreich ermattung empfindlichkeit unerträglich papa schuh md echt 
36	0,01264	weimar urteil zustand burschenschaft großherzog herzog staat brechen kunde universität partei behandeln liebenstein äußerung vernehmen gesundheit frage neugierde landsmannschaft gelten ansicht entschuldigen verruf sachsen kaiserin wichtigkeit verstärkt schranke jena gefährlich philosophisch lösen gesinnt unfall ton gebieten großfürstin voss persönlichkeit anerkennen wahrheit anwesenheit aufgabe gemahlin ruhe schneeberg zügellos kraftlos gegensatz formieren 
37	0,4667	sagen schreiben lieb brief geben sehen lesen mensch lassen leben denken nehmen klein glauben sprechen alt bringen wort zeit schön finden gefallen halten tag gewiss freuen grüßen bloß frau arbeiten neu stehen arm herzlich böse kennen bekommen verstehen name auge welt freude erzählen woche hören hand heißen schicken halb fragen 
38	0,04005	minna verhältnis schicksal edel arm weib all emma brockhaus hofrätin vertrauen unglücklich julius außerordentlich zustand ludwig welt klar madame verstand moralisch fürchterlich verstehen karoline benehmen würdigen zurückkehren vorwurf verbindung verlieren grund retten gemein kälte ordnen ursache scharlachfieber melden amsterdam furchtbar widerfahren werfen richten altenburg nennen einwirken tillich unglück unrecht sicher 
39	0,06969	mensch car bruder sehen grüßen jahr lieb schreiben freund alt sagen lieben gesund lassen geben freuen heißen richter rein danken weib mutter bleiben jette kennen ulf haus caroline nehmen all glauben od schweigen gott wort berlin bekommen land leiden froh ruhig brav liebe sprechen braun arbeit herzlich jude name glücklich 
