0,richter-berlin-charlotte (0)
1,voss-paulus-mensch (1)
2,emanuel-caroline-richter (2)
3,vater-brief-berlin (3)
4,lassen-zeitung-blatt (4)
5,religion-göttlich-religiös (5)
6,schreiben-lieb-brief (6)
7,weimar-herzog-türken (7)
8,kind-mädchen-mutter (8)
9,krieg-könig-feld (9)
10,minchen-unbekannt-feuer (10)
11,zins-card-gold (11)
12,buch-ideal-kunst (12)
13,könig-königin-minister (13)
14,unterricht-talent-institut (14)
15,voß-heinrich-hören (15)
16,minna-verhältnis-edel (16)
17,ewr-gnädig-herr (17)
18,herr-kind-frau (18)
19,eitelkeit-gelten-hinzufügen (19)
20,richter-ludwig-wangenheim (20)
21,vater-emma-odilie (21)
22,vater-freude-geliebt (22)
23,bild-malen-anton (23)
24,interessant-frei-welt (24)
25,falk-lieb-freund (25)
26,herr-urteil-wahrheit (26)
27,emanuel-henriette-richter (27)
28,paul-jean-frau (28)
29,jean-paul-werk (29)
30,richard-tante-onkel (30)
31,lassen-brief-geben (31)
32,edel-majestät-kaiserlich (32)
33,wagner-müller-stunden (33)
34,fr-unterhaltung-sch (34)
35,gedanke-see-meer (35)
36,reimer-werk-auflage (36)
37,kind-hartmann-ort (37)
38,stadt-schön-plan (38)
39,versuchen-weiblich-lob (39)
40,mensch-car-sehen (40)
41,band-maler-msc (41)
42,lieb-herzlich-freundin (42)
43,freund-schön-gott (43)
44,treue-morgenblatt-haug (44)
45,vater-kind-krankheit (45)
46,außerordentlich-stattfinden-breit (46)
47,karoline-ausmalen-dorf (47)
48,wagner-heimat-witz (48)
49,marie-neuigkeit-braut (49)
50,herr-zeitung-gütig (50)
51,leben-herz-liebe (51)
52,vater-mutter-max (52)
53,kleid-elle-tuch (53)
54,reden-trinken-kaffee (54)
55,gast-flasche-rindfleisch (55)
56,sohn-heidelberg-gott (56)
57,bad-neustadt-lähmung (57)
58,majestät-märz-erde (58)
59,ew-herr-brockhaus (59)
